frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
629,204,630.3100428615594 417.86849434597156 1190.5166976727533 821.5760815405781,777.9061889648438 574.1173095703125 892.1522827148438 626.5797729492188,0.38855957984924316,PL43NE,0.11785426464753859
630,204,651.4132865567308 418.65181116382405 1193.7319021866222 817.7978877503372,785.9049682617188 571.4163818359375 925.2383422851562 636.2265625,0.5894622802734375,BL48NA,0.35476532412460615
631,204,667.6947190989333 420.9413110746931 1193.6601154395557 816.1138517856945,794.6884765625 570.0989990234375 928.6990966796875 633.7938232421875,0.6509125828742981,BL48NA,0.5
632,204,677.5436493723473 422.61396097883767 1188.1086575571926 813.5301886968821,808.0171508789062 571.8133544921875 914.5014038085938 622.92431640625,0.4128623306751251,BL43NL,0.16347797290334165
633,204,689.2870719606658 424.2595149151961 1188.3014572053276 809.7630354350038,813.15576171875 570.346435546875 942.65234375 628.0008544921875,0.5554512739181519,BL48NA,0.3598217390912797
634,204,699.2782987705607 425.99451778188376 1187.0281035019113 806.8502441141331,824.512939453125 567.1972045898438 947.8632202148438 624.7681274414062,0.5927821397781372,BU48NA,0.4751011821918991
635,204,713.5231959123661 427.6541978070326 1189.3523835644633 804.5525041841764,833.5819702148438 568.1536865234375 958.5192260742188 624.8341674804688,0.6129789352416992,BU48NA,0.40014815709091683
636,204,724.6781074156918 429.0744996214156 1190.942413256489 802.415287689973,840.0521087646484 567.8203277587891 964.8480682373047 624.0799560546875,0,0,0
637,204,735.8330189190174 430.4948014357987 1192.532442948515 800.2780711957694,846.5222473144531 567.4869689941406 971.1769104003906 623.3257446289062,0,0,0
638,204,746.9879304223431 431.9151032501818 1194.1224726405405 798.1408547015659,852.9923858642578 567.1536102294922 977.5057525634766 622.571533203125,0,0,0
639,204,758.1428419256688 433.33540506456484 1195.7125023325664 796.0036382073624,859.4625244140625 566.8202514648438 983.8345947265625 621.8173217773438,0.5030099749565125,BL4INA,0.2483786715584936
629,220,9.400311798621829 310.3954191975628 734.1384892248166 1063.7673809063776,12.6185302734375 718.69677734375 267.17864990234375 822.6893310546875,0.6810526847839355,BB26XD,1.0
630,220,8.018268222246547 313.26001764525085 749.0343745894824 1052.462194895167,17.456588745117188 710.37890625 301.47509765625 817.3480224609375,0.6682113409042358,BB26XD,1.0
631,220,7.081875546366916 317.710137777131 763.5809483662781 1042.6671192891388,61.988983154296875 706.526123046875 327.88360595703125 811.2646484375,0.7138299942016602,BB26XD,1.0
632,220,5.862953531679182 322.120219301488 776.9616236637471 1034.044054764519,83.4696044921875 701.851806640625 346.965576171875 804.6722412109375,0.7120314240455627,BB26XD,1.0
633,220,5.8024337947413756 327.2931192288153 791.9325589105972 1028.2273749277074,120.39491271972656 697.428955078125 377.58685302734375 800.53271484375,0.7210978865623474,BB26XD,1.0
634,220,6.0813913856691215 330.8579431082717 807.2942806543099 1019.4837279732214,142.9853057861328 697.173828125 389.7085876464844 789.9344482421875,0.6879453659057617,BB26XD,1.0
635,220,5.3923077716316925 334.8933501270036 819.8716245106887 1012.718834015216,170.4232635498047 693.0811767578125 407.1124267578125 781.2072143554688,0.7181164026260376,BB26XD,1.0
636,220,4.869731486252647 338.08579280489147 832.5615807586662 1003.7838258155409,190.51370239257812 695.498779296875 427.94390869140625 778.20361328125,0.6657512187957764,BB26XD,1.0
637,220,4.824061126764548 340.9014069133948 845.6331434034614 993.3574511244965,219.8280029296875 690.7893676757812 450.3717956542969 779.52392578125,0.707878828048706,BB26XD,1.0
638,220,4.492450789971883 346.19010732183995 857.4730467644649 987.3194353972875,242.8198699951172 690.0863037109375 475.7242126464844 777.193115234375,0.7247519493103027,BB26XD,1.0
639,220,12.756357943641945 351.9082695653136 870.8834994839067 983.524830502983,261.46856689453125 688.2608032226562 491.233154296875 776.5858154296875,0.7391906380653381,BB26XD,1.0
640,220,30.632909833256463 354.05644741811585 886.955455448787 973.9361843066561,296.0859069824219 688.2493896484375 518.0782470703125 773.1455078125,0.7063708305358887,BB26XD,1.0
641,220,50.90062817134782 355.78697530016257 901.5159592859322 962.5987457581277,323.5157775878906 689.060791015625 527.3172607421875 767.265625,0.7023063898086548,BB26XD,1.0
642,220,72.53030120116159 357.1050945276203 914.9749148869486 949.9026216957469,335.4282531738281 687.7386474609375 554.5783081054688 767.059814453125,0.700904369354248,BB26XD,1.0
643,220,94.50503682303491 360.17869004463614 927.0662561788565 941.1511963339153,359.8243103027344 683.287353515625 566.2655639648438 764.22314453125,0.6743900179862976,BB26XD,1.0
644,220,116.19786356276433 365.3816435011716 937.5644247311825 938.4018601546243,374.7408142089844 681.252197265625 584.94091796875 761.9599609375,0.7099789381027222,BB26XD,1.0
645,220,138.9182861503436 368.27288894745845 947.4785784447104 934.3617973659949,395.66253662109375 683.3133544921875 604.0208129882812 754.2409057617188,0.6591991186141968,BB26XD,1.0
646,220,160.0432902541241 370.16388472240976 955.5217102512181 928.2480854284739,410.6836853027344 674.6004638671875 616.30712890625 751.8715209960938,0.6683308482170105,BB26XD,1.0
647,220,178.7592769420756 372.93064163657385 962.4389792343491 923.9352990164916,432.51416015625 668.8392333984375 625.8211669921875 744.9459228515625,0.7215627431869507,BB26XD,1.0
648,220,199.5178888360448 377.11980830709535 971.9774964574145 921.9522287699506,449.9253845214844 668.9483642578125 639.6512451171875 741.4288330078125,0.6747283339500427,BB26XD,1.0
649,220,218.2265321839986 379.76647840793595 979.7018269839418 918.6618034072517,464.34686279296875 665.3768310546875 661.053466796875 739.3668212890625,0.6513983607292175,BB26XD,1.0
650,220,229.97006719321303 380.50187413349306 983.4536159145428 910.4449626566719,483.4705810546875 666.8145751953125 669.8109130859375 738.1761474609375,0.673388659954071,BB26XD,1.0
651,220,251.77940845871586 380.85720419194126 991.9926753983475 900.1316724594783,499.483642578125 664.5210571289062 684.4190063476562 739.9146728515625,0.6272802948951721,BB26XD,1.0
652,220,273.10652944396844 383.6097138247627 1000.5178100010082 894.2048125839457,505.8948974609375 663.81787109375 694.0853271484375 735.7607421875,0.6131377220153809,BB26XD,1.0
653,220,290.61521170148893 388.1128411843132 1005.8606728093332 892.4658700171898,521.876953125 664.5803833007812 703.6256103515625 732.1497802734375,0.6389824748039246,BB26XD,1.0
654,220,309.04912680648147 390.75990910882535 1012.9103360355476 888.7445067121249,539.641845703125 663.7617797851562 713.2357177734375 731.97607421875,0.6513234972953796,BB26XD,1.0
655,220,326.93420865917994 394.03365143811607 1019.5739820434507 885.3887499773878,554.7490234375 659.0575561523438 732.685546875 730.5704345703125,0.6473325490951538,BB26XD,1.0
656,220,342.53967163097536 397.72600519715115 1024.1603381548114 883.2597130620097,564.63134765625 658.72216796875 741.298828125 727.447509765625,0.6496973633766174,BB26XD,1.0
657,220,357.28916574333846 400.0769730389518 1028.6926510847488 879.0001224015775,580.7164306640625 659.087646484375 752.2055053710938 722.946044921875,0.6263101100921631,BB26XD,1.0
658,220,372.2640695520318 401.96185086506944 1033.531973666571 874.423841570871,587.8209228515625 650.7291259765625 759.10693359375 725.216796875,0.6983137726783752,BB26XD,1.0
659,220,386.4876227897412 404.18623856224167 1038.4157415992124 870.5292311603907,602.9114990234375 647.986083984375 770.71240234375 722.7686767578125,0.6872009038925171,BB26XD,1.0
660,220,400.58606173256766 407.1639158947053 1043.9439241594955 867.1862430395024,613.4644775390625 646.6876220703125 780.2125854492188 722.8167724609375,0.7289650440216064,BB26XD,1.0
661,220,413.56749969245504 410.5415311007706 1047.8709747038029 865.7670605168684,627.5980224609375 647.5593872070312 789.6873779296875 720.3245239257812,0.7027456164360046,BB26XD,1.0
662,220,428.28511832429695 413.34608448218745 1052.6815098626926 862.882046787184,634.3701171875 646.0379638671875 800.643310546875 716.7613525390625,0.6383515000343323,BB26XD,1.0
663,220,439.8260857132717 415.1441902556926 1056.0054956787626 858.8110040661377,639.0115356445312 645.329345703125 809.925537109375 717.0989990234375,0.6878389120101929,BB26XD,1.0
664,220,453.940589969966 418.57103729558776 1061.2630101597501 856.5056642630732,652.5233154296875 645.97265625 817.671630859375 715.2006225585938,0.5617541670799255,BB26XD,1.0
665,220,466.2397002895903 421.66084688111823 1065.5457392415294 854.1344691947786,664.3840942382812 643.35498046875 827.6533203125 716.1271362304688,0.6027706265449524,BB26XD,1.0
666,220,477.6401065936636 424.6473784137201 1069.0542614796461 852.12314605186,678.4664306640625 641.676513671875 832.258544921875 714.565185546875,0.4679763615131378,BB26XD,1.0
667,220,490.40064972935835 426.5460659200544 1072.3852491867735 849.6424387950451,684.78857421875 642.8046875 838.413818359375 717.03125,0.5567181706428528,BB26XD,1.0
668,220,500.80565597828786 428.8374569277486 1074.5420118791706 848.057495707301,692.515869140625 644.4766845703125 846.2843627929688 715.1984252929688,0.624223530292511,BB26XD,1.0
669,220,511.77923912961444 430.9857584954763 1077.7570583447755 845.7296752495106,700.7382202148438 642.4724731445312 853.2500610351562 715.970458984375,0.6322387456893921,BB26XD,1.0
670,220,522.2129961813093 433.1301375202378 1081.6205189738257 843.8113303062429,707.69580078125 643.90576171875 858.5177001953125 716.2542724609375,0.6826650500297546,BB26XD,1.0
671,220,532.5827655931369 435.0674106122757 1085.6245080672097 841.3643200572097,718.9083251953125 647.8394165039062 864.7833251953125 713.974365234375,0.5858043432235718,BB26XD,1.0
672,220,541.9499928031137 437.1075237919749 1088.4412063665834 839.745725976511,728.2273559570312 645.2625732421875 874.1217041015625 715.7138671875,0.6696276664733887,BB26XD,1.0
673,220,550.0582825853928 438.0985944395437 1091.3520494986315 835.7855224704987,734.0379028320312 645.4393310546875 876.7144775390625 713.2406005859375,0.6549651622772217,BB26XD,0.8646811389666683
674,220,557.5612121807408 440.2748763977794 1094.173792573282 832.4853025077038,741.7391967773438 647.9288330078125 876.8666381835938 712.1439208984375,0.6026588678359985,BB26XD,1.0
675,220,566.842250793174 443.0140348246205 1098.3562561713102 831.1018677583311,748.5308227539062 646.570068359375 883.1619873046875 709.53173828125,0.5353577136993408,BB26XD,1.0
676,220,576.9415414228542 445.60715253407864 1101.2685286433693 828.7111252770761,753.9080810546875 647.6453857421875 893.2124633789062 707.461181640625,0.5689021348953247,BB26XD,0.45292707354199163
677,220,586.9850135423793 448.6675358778655 1104.4229573893622 826.9982037798836,761.0172119140625 646.7815551757812 896.95068359375 707.7520141601562,0.6349905729293823,BB26XD,1.0
678,220,595.5814600291104 451.0786330037581 1106.9783136500666 825.1594687864804,772.2467651367188 646.075927734375 903.5040893554688 707.489013671875,0.6143844723701477,BB26XD,1.0
679,220,603.5865761967793 452.766851806708 1109.061928541903 823.388600820038,778.0548706054688 646.5064086914062 909.886962890625 708.1466979980469,0,0,0
680,220,611.5916923644484 454.455070609658 1111.1455434337392 821.6177328535957,783.8629760742188 646.9368896484375 916.2698364257812 708.8043823242188,0.5063461065292358,BB26XD,0.5
681,220,619.8286093128893 455.8085814864937 1113.1690187705071 819.3877663969511,789.5377807617188 646.5789184570312 923.9086303710938 708.6492919921875,0.4163646101951599,BB26XD,0.8478892841539656
682,220,627.0880707730964 458.32326796103797 1114.8584572728837 818.0398511915923,796.4609985351562 648.4927368164062 916.9696655273438 704.8668823242188,0.27467483282089233,BB26XD,1.0
683,220,635.2726465263901 460.6666356217428 1117.9821357774636 816.5121204934259,802.0216827392578 648.0508880615234 923.7226867675781 704.5513153076172,0,0,0
684,220,643.4572222796837 463.01000328244754 1121.1058142820432 814.9843897952594,807.5823669433594 647.6090393066406 930.4757080078125 704.2357482910156,0,0,0
685,220,651.6417980329774 465.35337094315236 1124.2294927866228 813.456659097093,813.1430511474609 647.1671905517578 937.2287292480469 703.9201812744141,0,0,0
686,220,659.826373786271 467.69673860385717 1127.3531712912027 811.9289283989266,818.7037353515625 646.725341796875 943.9817504882812 703.6046142578125,0.38021382689476013,BB26XD,1.0
687,220,667.6679018725879 469.2895994087012 1131.3735657643867 809.9518726232361,825.6182556152344 648.3963928222656 947.1791381835938 702.8086242675781,0,0,0
688,220,675.5094299589048 470.88246021354513 1135.3939602375708 807.9748168475458,832.5327758789062 650.0674438476562 950.3765258789062 702.0126342773438,0.3353249430656433,BB26XD,1.0
689,220,681.9806580885532 472.7131550030705 1137.7806268016004 806.4321013210189,837.4606018066406 649.7082214355469 955.3402404785156 703.9380493164062,0,0,0
690,220,688.4518862182017 474.54384979259584 1140.16729336563 804.889385794492,842.388427734375 649.3489990234375 960.303955078125 705.8634643554688,0.4238739013671875,0B26X0,0.3288661651149538
691,220,694.2804355072827 477.1638034742256 1141.8939631311573 803.5593352557831,845.7657470703125 650.4904174804688 964.0859375 705.7657470703125,0.42825210094451904,BB26XO,0.5
692,220,700.9763126132099 479.77697886234085 1143.579897179561 802.1648542157945,852.1834716796875 651.3582763671875 964.9266357421875 708.3067626953125,0.34072381258010864,OB26XO,0.3058223965987074
693,220,707.6253263113142 480.5367269066958 1145.5372712297835 799.1599431912589,856.85546875 652.8724365234375 973.03173828125 705.7757568359375,0.3705197274684906,8826XO,0.897605115591424
694,220,714.2634511362995 480.4252883318299 1148.5684111290839 794.4835798169559,859.6675415039062 649.7695922851562 977.5585327148438 708.3117065429688,0.5541262626647949,BB26XO,0.9828744322282403
695,220,719.2993707512762 482.2004137565892 1150.6716069993652 793.56838987697,866.02734375 650.8021240234375 974.9615478515625 707.451171875,0.4639866054058075,BB26XO,1.0
696,220,727.2294188296905 482.81625677746837 1154.3989126567426 791.5408940484544,870.6806030273438 650.1036987304688 986.2776489257812 706.0308837890625,0.35356223583221436,BB26XD,1.0
697,220,732.4179432780172 485.04767153693257 1156.356580926954 792.6263761194498,878.9240112304688 647.5307006835938 997.2947387695312 704.3963012695312,0.504453182220459,BB26XD,1.0
698,220,739.4434801032249 486.99036243736873 1159.5368142033105 793.4807583123732,878.4647827148438 647.5787353515625 995.3199462890625 700.2783203125,0.27725133299827576,0826XD,0.7580456262758035
699,220,746.00340362258 487.26195056977366 1162.1239474796944 791.9090201509503,887.2532958984375 647.095458984375 999.6022338867188 698.7795715332031,0,0,0
700,220,752.5633271419351 487.5335387021786 1164.7110807560782 790.3372819895272,896.0418090820312 646.6121826171875 1003.884521484375 697.2808227539062,0.3682536780834198,8826XO,0.7675130589007809
701,220,758.7944651948603 488.7137577061435 1167.3852354286148 788.7035841406996,901.65966796875 645.55908203125 1011.5738525390625 695.341064453125,0.36059480905532837,8826XD,0.6951003094019061
702,220,764.717502500005 490.03551182416163 1169.4699395609903 788.2563655359297,902.5819702148438 644.3424072265625 1007.6229858398438 694.0747680664062,0.6160706877708435,0826KD,0.7059782342172047
703,220,770.549268924508 490.7825549661097 1171.4083367715796 787.3473366669259,913.4148559570312 645.0025634765625 1020.7714233398438 693.1199340820312,0.5978748202323914,I6BZ6K,0.17516291113707938
704,220,775.9687808224912 491.9468623654904 1173.65829794067 786.9234185737023,918.1499633789062 643.82958984375 1023.3524780273438 693.6099243164062,0.5971925854682922,8026XD,0.8603343598672222
705,220,782.3240738598174 492.4726414212797 1177.3077827828429 784.0349360241934,918.6919555664062 644.0165405273438 1022.3171997070312 690.2982177734375,0.4988653361797333,18B26X,0.11675936237763672
706,220,788.0861386487353 493.2188762520913 1179.8440959655773 781.3696536188916,923.5504150390625 641.6013793945312 1032.3873291015625 690.780029296875,0.34400859475135803,B92CXO,0.15826165852093074
707,220,794.3096536337599 493.97719615931635 1183.5326112417215 779.1242780649987,926.2933349609375 643.2757568359375 1031.7606201171875 691.528076171875,0.5527264475822449,B82CXO,0.043081093969455996
708,220,799.2088670439782 496.1056955079775 1186.193005442931 778.803668796148,927.5736694335938 643.3824462890625 1029.3095703125 689.4718017578125,0.3572803735733032,BB26XO,0.6085079581519159
709,220,804.505669718163 497.5274311657309 1188.232747016797 777.9493788334476,937.8463134765625 643.764892578125 1047.6043701171875 688.4610595703125,0.31933683156967163,BB26XO,0.6048095389868923
710,220,809.5166334380139 498.5298185106277 1189.1161778477638 776.9486159834504,941.6328735351562 645.0197143554688 1043.62158203125 691.6141357421875,0.47716042399406433,BB20KO,0.0653085051571373
718,256,16.420675470361175 208.55608319600378 659.3198818621253 1041.304289376512,44.74369812011719 684.5215454101562 275.32952880859375 788.003173828125,0.6140576004981995,66UP90,1.0
719,256,17.474399353847673 212.93233360623736 677.0336103422378 1031.4892264456687,80.75486755371094 684.0791015625 295.52264404296875 776.212890625,0.6820073127746582,66UP90,1.0
720,256,8.983155101142643 228.13771551176086 701.2842455124166 1012.573046893988,105.79328918457031 680.16357421875 313.8067932128906 776.4775390625,0.6315292716026306,66HP90,0.1499465042091468
721,256,10.522332374079326 227.64147675824915 717.5577988030259 1009.197508513653,128.2368621826172 674.61962890625 346.0326232910156 778.183837890625,0.5823768377304077,66HR90,0.18036283212068838
722,256,23.02016658085784 232.9266555376804 730.0712437546507 1003.2282234364966,150.63533401489258 674.0409901936849 364.5516637166341 774.3784434000651,0,0,0
723,256,35.51800078763635 238.21183431711162 742.5846887062755 997.2589383593402,173.03380584716797 673.4623514811198 383.0707041422526 770.5730489095052,0,0,0
724,256,48.01583499441486 243.49701309654287 755.0981336579003 991.2896532821836,195.43227767944336 672.8837127685547 401.5897445678711 766.7676544189453,0,0,0
725,256,60.51366920119337 248.78219187597412 767.6115786095252 985.3203682050272,217.83074951171875 672.3050740559896 420.10878499348956 762.9622599283854,0,0,0
726,256,73.01150340797189 254.06737065540534 780.12502356115 979.3510831278708,240.22922134399414 671.7264353434244 438.62782541910804 759.1568654378256,0,0,0
727,256,85.5093376147504 259.3525494348366 792.6384685127748 973.3817980507142,262.62769317626953 671.1477966308594 457.14686584472656 755.3514709472656,0,0,0
728,256,98.00717182152891 264.63772821426784 805.1519134643996 967.4125129735578,285.0261650085449 670.5691579182943 475.66590627034503 751.5460764567057,0,0,0
729,256,110.50500602830742 269.9229069936991 817.6653584160244 961.4432278964014,307.4246368408203 669.9905192057291 494.1849466959635 747.7406819661459,0,0,0
730,256,123.00284023508593 275.2080857731303 830.1788033676493 955.4739428192449,329.8231086730957 669.4118804931641 512.703987121582 743.9352874755859,0,0,0
731,256,135.50067444186445 280.4932645525615 842.6922483192741 949.5046577420885,352.2215805053711 668.833241780599 531.2230275472004 740.129892985026,0,0,0
732,256,147.99850864864297 285.7784433319928 855.2056932708989 943.535372664932,374.6200523376465 668.2546030680338 549.742067972819 736.3244984944662,0,0,0
733,256,160.49634285542146 291.063622111424 867.7191382225237 937.5660875877755,397.0185241699219 667.6759643554688 568.2611083984375 732.5191040039062,0.6026015877723694,66UP90,1.0
734,256,175.60533449024916 293.6534156426804 876.5422652947993 932.0728031303624,412.05853271484375 667.5628662109375 581.171630859375 734.6566162109375,0.5163887143135071,666UP9,0.5
735,256,200.7830979910189 298.20666355435543 889.1638941973674 927.5241752576476,429.15582275390625 655.7498779296875 604.1846923828125 735.9891357421875,0.5096724033355713,66UP90,1.0
736,256,220.55627030340747 302.4332785410755 897.0806550297714 922.7246622227992,446.6034851074219 659.0993041992188 614.5450439453125 730.1861572265625,0.6528724431991577,66UP90,0.9787985886716579
737,256,251.16012698211762 316.5334003650485 900.9373915063634 914.022132413442,463.467041015625 660.534912109375 625.3786010742188 729.7442626953125,0.5574103593826294,66UP90,0.928415843447099
738,256,272.50551856876103 326.0157239924673 910.963354232437 912.1968139998006,482.4308166503906 662.4049072265625 639.156005859375 728.268798828125,0.4876023828983307,66UPGO,0.20722056921657186
739,256,291.8675615268239 326.8028363660307 919.0322532759337 904.1530214058439,496.7288818359375 660.2652587890625 656.2428588867188 725.0546875,0.4800751805305481,66UP90,1.0
740,256,309.19463027918323 327.74510584417675 926.9261486468338 899.7835909307237,514.8280029296875 657.04541015625 665.1898193359375 723.5663452148438,0.47759726643562317,66UP90,1.0
741,256,326.374584169154 331.1313013998749 934.5323197245143 895.4150019469287,529.3311157226562 658.6139526367188 676.8602905273438 723.1944274902344,0,0,0
742,256,343.55453805912475 334.5174969555731 942.1384908021948 891.0464129631337,543.834228515625 660.1824951171875 688.53076171875 722.822509765625,0.39262619614601135,66UP90,1.0
743,256,359.2655139552469 337.0937075486308 950.413232156654 887.4434199345628,556.006591796875 659.0784912109375 699.401123046875 722.349365234375,0.3789404034614563,66UP90,1.0
744,256,374.6058115565258 341.9436553462296 956.3814584419363 882.4824150522727,569.4834594726562 655.8585205078125 713.5755615234375 718.5865478515625,0.4092347323894501,66UP90,0.9299161104270802
745,256,389.6462417017871 346.9154885029194 962.3375054426579 877.2583394739326,582.9992065429688 656.08984375 723.9845581054688 717.0784912109375,0.4198293685913086,66UP90,0.8723919737414092
746,256,401.10333763282637 350.8137183881615 967.4457360551955 875.3652837495706,595.1751708984375 656.5662841796875 737.9033203125 715.082275390625,0.464053213596344,66UP90,0.7207133238398229
747,256,418.88882815260354 356.1663003736398 977.2135133701588 873.5907803416144,605.4003295898438 653.2559814453125 752.2630004882812 715.8953857421875,0.4017719328403473,66UP90,0.7176025414842522
748,256,434.0280114101988 360.85493940824307 984.9764919494125 871.5346111547815,619.3067626953125 650.239990234375 762.9886474609375 714.8860473632812,0.5387502908706665,66UP90,0.8081313064044757
749,256,447.3597830122575 364.45306132249266 990.0934031308465 867.8702886605013,630.464599609375 653.7199096679688 754.8560791015625 706.288818359375,0.5046283006668091,66UP90,0.8368844786337442
750,256,464.0680362965267 364.53717748196306 999.8320776810099 864.1584209651169,643.336181640625 651.13818359375 773.392333984375 710.8575439453125,0.6424731016159058,65UPL9,0.10161690593483703
751,256,476.8914487897553 368.14190008651894 1005.6840379771711 862.1646272188151,653.3364868164062 651.236083984375 781.9675903320312 708.7674560546875,0,0,0
752,256,489.7148612829839 371.7466226910749 1011.5359982733323 860.1708334725133,663.3367919921875 651.333984375 790.5428466796875 706.6773681640625,0.34742164611816406,66UP9Q,0.10769709038750361
753,256,500.2425642061615 373.19220897698256 1015.7954226967081 858.8049275574824,674.3682861328125 653.0923461914062 787.4346313476562 706.6051025390625,0.2547326683998108,65HZ90,0.14216869396863127
754,256,512.6525873456461 373.28485297435316 1021.6236759523666 855.4701150604225,682.4798583984375 650.9273071289062 801.919189453125 708.5571899414062,0.46018967032432556,66UP9O,0.2328760294167306
755,256,518.4687686606436 378.5778301041664 1027.3946449700094 853.442224731421,689.520849609375  651.631276011467 808.2119422912598 708.7465362796783,0,66UP9O,0
756,256,526.0676365129351 381.66521634282626 1033.2548963924875 852.5431692391632,696.5618408203125 652.3352448240357 814.5046951293945 708.935882618041,0,66UP9O,0
757,256,533.6665043652265 384.7526025814861 1039.1151478149655 851.6441137469052,703.60283203125 653.0392136366044 820.7974479675293 709.1252289563417,0,66UP9O,0
758,256,541.265372217518 387.839988820146 1044.9753992374437 850.7450582546473,710.6438232421875 653.7431824491731 827.0902008056641 709.3145752947063,0,66UP9O,0
759,256,548.8642400698094 390.92737505880585 1050.8356506599218 849.8460027623893,717.684814453125 654.4471512617418 833.3829536437988 709.5039216330643,0,66UP9O,0
760,256,556.4631079221009 394.0147612974657 1056.6959020824  848.9469472701313,724.7258056640625 655.1511200743105 839.6757064819336 709.6932679714355,0,66UP9O,0
761,256,564.0619757743923 397.10214753612556 1062.556153504878 848.0478917778734,731.766796875 655.8550888868792 845.9684593200684 709.8826143097992,0,66UP9O,0
762,256,611.3156729010658 414.25009569589065 1063.6540713561521 844.6392737226925,738.8077880859375 656.5590576994479 852.2612121582031 710.0719606481628,0,66UP9O,0
763,256,611.3156729010658 414.25009569589065 1063.6540713561521 844.6392737226925,745.848779296875 657.2630265120166  858.5539659963379 710.2613069865186,0,66UP9O,0
764,256,611.3156729010658 414.25009569589065 1063.6540713561521 844.6392737226925,765.5189208984375 658.12548828125 880.3681640625 711.1405029296875,0.4498790204524994,66UP9O,0.13720445919075608
765,256,619.9084983214285 417.67230568319354 1067.570210576436 843.4395488751077,773.64697265625 656.77978515625 879.7608032226562 712.9960327148438,0.41256919503211975,66UP9O,0.03642872182151925
766,256,628.3273117455385 422.7311851339325 1071.0755374280516 843.3181052858135,781.017333984375 656.9067993164062 887.294677734375 711.9915161132812,0.46018171310424805,66UP9O,0.042896813055306515
831,297,6.389139609859171 384.74180015404534 692.0029046626472 1075.6644203110923,20.578582763671875 676.1583251953125 280.6592102050781 800.30712890625,0.7496405243873596,AS50AT,0.5
832,297,8.527867886158788 385.35006725072304 707.6700821489642 1076.2975500897876,41.686546325683594 678.3279418945312 307.51251220703125 788.6444091796875,0.6741097569465637,AS50AT,0.5
833,297,9.956290331062576 387.4663105352986 722.4363891868966 1076.8055799060044,64.79612731933594 674.13427734375 335.10076904296875 789.9589233398438,0.6892855763435364,AS50AT,0.5
836,297,5.506713029946468 395.0680563691545 772.6302663413281 1076.1219860718315,153.4966583251953 667.728271484375 392.38714599609375 770.3570556640625,0.6590754389762878,AS50AT,0.5
837,297,7.376929314297342 397.73332188925804 784.280191655243 1076.3866986456724,174.79595947265625 663.5374755859375 421.9497985839844 773.2132568359375,0.6920750141143799,AS50AT,0.5
838,297,9.262317363693398 400.450938019988 796.4432840113454 1074.8250905600394,214.1136932373047 665.6839599609375 440.89019775390625 767.1978149414062,0.6570505499839783,AS50AT,0.5
839,297,13.723587928888321 402.68522285057077 807.8961781094738 1067.153850939093,243.98529052734375 666.0027465820312 466.5176696777344 768.17041015625,0.6837779879570007,AS50AT,0.5
840,297,30.934672283778525 407.46424145100957 823.6490745962287 1061.6184403294774,263.4289855957031 665.098388671875 482.1568603515625 766.8956909179688,0.6755676865577698,AS50AT,0.5
843,297,107.73671011437108 427.9082169837032 863.0835282041253 1024.3404174720101,333.23681640625 675.5227661132812 522.539306640625 753.2908935546875,0.6454149484634399,AS50AT,0.4656962367178392
844,297,131.17893537279247 430.603663707637 874.5529262578337 1018.3536420217395,340.78436279296875 665.4532470703125 560.2947998046875 755.4373168945312,0.6727853417396545,AS50AT,0.5
845,297,153.32453232735259 430.35916403735473 886.3107771933068 1010.353279188432,366.0539855957031 666.0188598632812 565.3361206054688 752.488525390625,0.7059236764907837,AS50AT,0.5
846,297,178.16519670843888 430.8214582618132 901.7718890097332 1004.1851726886698,383.16375732421875 662.0535278320312 582.8966064453125 747.3160400390625,0.5679839849472046,AS50AT,0.1873963455923177
847,297,197.6463874107709 430.7503278157669 908.6657072589286 996.1631833514543,405.9732971191406 657.9945068359375 593.2550048828125 741.4329833984375,0.5413886904716492,AS50AT,0.2058443041406305
848,297,219.58534902568385 431.2381246257053 917.8593216375909 988.2483408597327,430.7088317871094 658.35498046875 611.583984375 739.043701171875,0.5144038796424866,AS50AT,0.381940025115628
849,297,240.32399721190757 433.4680366575806 927.1824614266287 982.5271382640606,440.31866455078125 654.1781616210938 625.6367797851562 735.4635009765625,0.6279253363609314,AS50AT,0.5
850,297,259.85083090194433 437.759037245694 934.4809433865721 978.9732781024248,462.2681579589844 653.5101928710938 640.721435546875 731.2395629882812,0.6606771349906921,AS50AT,0.5
851,297,281.31268004305156 440.0603599338244 944.0172287780711 972.7783271502051,473.7999572753906 654.8853149414062 662.6201171875 733.609130859375,0.5789018869400024,AS50AT,0.5
852,297,298.81578951894517 443.46739598232193 951.2914535537266 969.0510417850803,489.2080078125 654.6815185546875 674.0374145507812 730.8634643554688,0.59242182970047,AS50AT,0.5
853,297,317.89354565533876 444.957794925668 960.6043086907925 962.6101580501709,506.80999755859375 653.1719970703125 682.2680358886719 728.9516906738281,0.59242182970047,AS50AT,0
854,297,336.97130179173234 446.44819386901406 969.9171638278586 956.1692743152615,524.4119873046875 651.6624755859375 690.4986572265625 727.0399169921875,0.6889100670814514,AS50AT,0.5
855,297,355.3597592028116 447.9756173205228 979.8444790492997 950.8286760942474,537.3624267578125 650.141845703125 707.61376953125 721.48876953125,0.6497841477394104,AS50AT,0.5
